File	NRE ID	Transcription	Category	Notes	Timestamp	mp3 file																								
0069		The train now approaching platform 2	Platform information	Nice		0069.mp3																								
0070		The train now approaching platform 3	Platform information			0070.mp3																								
0071		The train now approaching platform 4	Platform information			0071.mp3																								
0072		The train now approaching platform 5	Platform information			0072.mp3																								
0073		The train now approaching platform 6	Platform information			0073.mp3																								
0074		The train now approaching platform 7	Platform information			0074.mp3																								
0075		The train now approaching platform 8	Platform information			0075.mp3																								
0076		The train now approaching platform 2 is the	Platform information	"the" (/ði/)		0076.mp3																								
0077		The train now approaching platform 3 is the	Platform information	"the" (/ði/)		0077.mp3																								
0078		The train now approaching platform 4 is the	Platform information	"the" (/ði/)		0078.mp3																								
0079		The train now approaching platform 5 is the	Platform information	"the" (/ði/)		0079.mp3																								
0080		The train now approaching platform 6 is the	Platform information	"the" (/ði/)		0080.mp3																								
0081		The train now approaching platform 7 is the	Platform information	"the" (/ði/)		0081.mp3																								
0082		The train now approaching platform 8 is the	Platform information	"the" (/ði/)		0082.mp3																								
0083	HEX	Hexham	Destination			0083.mp3																								
0084		of drinks and light refreshments	Passenger information			0084.mp3																								
0085		We are sorry to announce that the	Apology	Most frequently used file		0085.mp3																								
0086		platform 1 for the delayed	Platform information			0086.mp3																								
0087		platform 2 for the delayed	Platform information			0087.mp3																								
0088		platform 3 for the delayed	Platform information			0088.mp3																								
0089		platform 4 for the delayed	Platform information			0089.mp3																								
0090		platform 5 for the delayed	Platform information			0090.mp3																								
0091		platform 6 for the delayed	Platform information			0091.mp3																								
0092		platform 7 for the delayed	Platform information			0092.mp3																								
0093		platform 8 for the delayed	Platform information			0093.mp3																								
0094		The next service is to	Passenger information			0094.mp3																								
0095		ScotRail services to	Train operating company			0095.mp3																								
0096		ScotRail service from	Train operating company			0096.mp3																								
0097		Will be in	Time			0097.mp3																								
0098		Will be in 5 minutes	Time			0098.mp3																								
0099		Will be in 10 minutes	Time			0099.mp3																								
0100		Will be in 15 minutes	Time			0100.mp3																								
0101		Will be in 20 minutes	Time			0101.mp3																								
0102		Will be in 25 minutes	Time			0102.mp3																								
0103		Will be in 30 minutes	Time			0103.mp3																								
0104		Will be in 35 minutes	Time			0104.mp3																								
0105		Will be in 40 minutes	Time			0105.mp3																								
0106		Will be in 45 minutes	Time			0106.mp3																								
0107		Will be in 50 minutes	Time			0107.mp3																								
0108		Will be in 55 minutes	Time			0108.mp3																								
0109		Will be in 1 hour	Time			0109.mp3																								
0110		Is delayed by approximately 5 minutes	Time			0110.mp3																								
0111		Is delayed by approximately 10 minutes	Time			0111.mp3																								
0112		Is delayed by approximately 15 minutes	Time			0112.mp3																								
0113		Is delayed by approximately 20 minutes	Time			0113.mp3																								
0114		Is delayed by approximately 25 minutes	Time			0114.mp3																								
0115		Is delayed by approximately 30 minutes	Time			0115.mp3																								
0116		Is delayed by approximately 35 minutes	Time			0116.mp3																								
0117		Is delayed by approximately 40 minutes	Time			0117.mp3																								
0118		Is delayed by approximately 45 minutes	Time			0118.mp3																								
0119		Is delayed by approximately 50 minutes	Time			0119.mp3																								
0120		Is delayed by approximately 55 minutes	Time			0120.mp3																								
0121		Is delayed by approximately 1 hour	Time			0121.mp3																								
0122		Strathclyde metro service to	Strathclyde metro			0122.mp3																								
0123		Strathclyde metro service from 	Strathclyde metro			0123.mp3																								
0124		Should join the rear 9 coaches	Passenger information			0124.mp3																								
0125		Should join the rear 10 coaches	Passenger information			0125.mp3																								
0126		Should join the rear 11 coaches	Passenger information			0126.mp3																								
0127		Should join the rear 12 coaches	Passenger information			0127.mp3																								
0128		This service will be in approximately 5 minutes	Time			0128.mp3																								
0129		This service will be in approximately 10 minutes	Time			0129.mp3																								
0130		This service will arrive in approximately 7 minutes	Time			0130.mp3																								
0131		This service will arrive in approximately 12 minutes	Time			0131.mp3																								
0132		This service will be in approximately	Time			0132.mp3																								
0133		5 minutes	Time			0133.mp3																								
0134		10 minutes	Time			0134.mp3																								
0135		7 minutes	Time			0135.mp3																								
0136		12 minutes	Time			0136.mp3																								
0137		Will arrive in approximately 1 minute	Time			0137.mp3																								
0138		Will arrive in approximately 2 minutes	Time			0138.mp3																								
0139		Will arrive in approximately 3 minutes	Time			0139.mp3																								
0140		Will arrive in approximately 4 minutes	Time			0140.mp3																								
0141		Will arrive in approximately 5 minutes	Time			0141.mp3																								
0142		Will arrive in approximately 10 minutes	Time			0142.mp3																								
0143		Will arrive in approximately 15 minutes	Time			0143.mp3																								
0144		Will arrive in approximately 20 minutes	Time			0144.mp3																								
0145		Will arrive in approximately 25 minutes	Time			0145.mp3																								
0146		Will arrive in approximately 30 minutes	Time			0146.mp3																								
0147		Will arrive in approximately 35 minutes	Time			0147.mp3																								
0148		Will arrive in approximately 40 minutes	Time			0148.mp3																								
0149		Will arrive in approximately 45 minutes	Time			0149.mp3																								
0150		Will arrive in approximately 50 minutes	Time			0150.mp3																								
0151		Will arrive in approximately 55 minutes	Time			0151.mp3																								
0152		Poor rail conditions	Reason			0152.mp3																								
0153		Poor rail conditions	Reason			0153.mp3																								
0154	PNR	Penrith	Destination			0154.mp3																								
0155		Attention please	Conjoining			0155.mp3																								
0156		The public address system at this station	Operational			0156.mp3																								
0157		Is at present being tested by our engineers	Operational			0157.mp3																								
0158		Please disregard any public address announcements	Operational			0158.mp3																								
0159		While this testing is carried out	Operational			0159.mp3																								
0160		Thank you	Conjoining			0160.mp3																								
0161		Attention please, here is a special announcement, penalty fares are in operation in this area, all passengers must be in possession of a valid ticket or authority to travel before travelling on services from this station. If you are asked to produce a ticket, and are unable to do so, you will be liable to pay a penalty fare, or the full standard single fare, whichever is the greater	Fare information	really long		0161.mp3																								
0162		Will be in approximately 1 minute	Time			0162.mp3																								
0163		Will be in approximately 2 minutes	Time			0163.mp3																								
0164		Will be in approximately 3 minutes	Time			0164.mp3																								
0165		Will be in approximately 4 minutes	Time			0165.mp3																								
0166		Will be in approximately 5 minutes	Time			0166.mp3																								
0167		Will be in approximately 10 minutes	Time			0167.mp3																								
0168		Will be in approximately 15 minutes	Time			0168.mp3																								
0169		Will be in approximately 20 minutes	Time			0169.mp3																								
0170		Will be in approximately 25 minutes	Time			0170.mp3																								
0171		Will be in approximately 30 minutes	Time			0171.mp3																								
0172		Will be in approximately 35 minutes	Time			0172.mp3																								
0173		Will be in approximately 40 minutes	Time			0173.mp3																								
0174		Will be in approximately 45 minutes	Time			0174.mp3																								
0175		Will be in approximately 50 minutes	Time			0175.mp3																								
0176		Will be in approximately 55 minutes	Time			0176.mp3																								
0177		This train is formed of 1 coach only	Train formation			0177.mp3																								
0178		This train is formed of 2 coaches	Train formation			0178.mp3																								
0179		This train is formed of 3 coaches	Train formation			0179.mp3																								
0180		This train is formed of 4 coaches	Train formation			0180.mp3																								
0181		This train is formed of 5 coaches	Train formation			0181.mp3																								
0182		This train is formed of 6 coaches	Train formation			0182.mp3																								
0183		This train is formed of 7 coaches	Train formation			0183.mp3																								
0184		This train is formed of 8 coaches	Train formation			0184.mp3																								
0185		This train is formed of 9 coaches	Train formation			0185.mp3																								
0186		This train is formed of 10 coaches	Train formation			0186.mp3																								
0187		This train is formed of 11 coaches	Train formation			0187.mp3																								
0188		This train is formed of 12 coaches	Train formation			0188.mp3																								
0189		hundred hours	Time			0189.mp3																								
0190		Stand well away from the edge of platform 1	Safety			0190.mp3																								
0191		Stand well away from the edge of platform 2	Safety			0191.mp3																								
0192		Stand well away from the edge of platform 3	Safety			0192.mp3																								
0193		Stand well away from the edge of platform 4	Safety			0193.mp3																								
0194		Stand well away from the edge of platform 5	Safety			0194.mp3																								
0195		Stand well away from the edge of platform 6	Safety			0195.mp3																								
0196		Stand well away from the edge of platform 7	Safety			0196.mp3																								
0197		Stand well away from the edge of platform 8	Safety			0197.mp3																								
0198		Southern	Train operating company	if you hear this the train is very lost :(		0198.mp3																								
0199		Southern service to	Train operating company			0199.mp3																								
0200		Southern service from	Train operating company			0200.mp3																								
0201		Southeastern Trains	Train operating company			0201.mp3																								
0202		Southeastern Trains	Train operating company	Low-pitch ending		0202.mp3																								
0203		Southeastern Trains service to	Train operating company			0203.mp3																								
0204		Southeastern Trains service from	Train operating company			0204.mp3																								
0205		Southeastern	Train operating company			0205.mp3																								
0206		Southeastern service to	Train operating company			0206.mp3																								
0207		Southeastern service from	Train operating company			0207.mp3																								
0208		Attention please! Please leave the station immediately.	Safety	Male voice (quieter)		0208.mp3																								
0209		Attention please! Please leave the station immediately.	Safety	Male voice		0209.mp3																								
0210		Attention please! Please leave the station immediately.	Safety	Male voice		0210.mp3																								
0211		Attention please! Please leave the station immediately.	Safety	Male voice (louder)		0211.mp3																								
0212	SOU	Southampton Central	Destination			0212.mp3																								
0213		Southern	Train operating company	Low-pitch ending		0213.mp3																								
0214		Southeastern	Train operating company	Low-pitch ending		0214.mp3																								
0215		First Great Western	Train operating company			0215.mp3																								
0216		First Great Western service to	Train operating company			0216.mp3																								
0217		First Great Western service from	Train operating company			0217.mp3																								
0218	STA	Stafford	Destination			0218.mp3																								
0219	SCS	Starcross	Destination			0219.mp3																								
0220		is available	Conjoining			0220.mp3																								
0221	TRO	Trowbridge	Destination			0221.mp3																								
0222	GRH	Gartcosh	Destination			0222.mp3																								
0223		Bodmin	Destination			0223.mp3																								
0224	COR	Corby	Destination			0224.mp3																								
0225	STP	St Pancras International	Destination			0225.mp3																								
0226	WML	Wilmslow	Destination			0226.mp3																								
0227		Should change here	Conjoining			0227.mp3																								
0228	SOA	Southampton Airport Parkway	Destination			0228.mp3																								
0229		This is a platform alteration	Platform information			0229.mp3																								
0230		Midnight	Time			0230.mp3																								
0231		01	Time	oh-one		0231.mp3																								
0232		02	Time	oh-two		0232.mp3																								
0233		03	Time	oh-three		0233.mp3																								
0234		04	Time	oh-four		0234.mp3																								
0235		05	Time	oh-five		0235.mp3																								
0236		06	Time	oh-six		0236.mp3																								
0237		07	Time	oh-seven		0237.mp3																								
0238		08	Time	oh-eight		0238.mp3																								
0239		09	Time	oh-nine		0239.mp3																								
0240		10	Time			0240.mp3																								
0241	BYL	Barry Links	Destination			0241.mp3																								
0242	BEL	Beauly	Destination			0242.mp3																								
0243	BSU	Brunstane	Destination			0243.mp3																								
0244		Central	Destination			0244.mp3																								
0245	DFL	Dunfermline Queen Margaret 	Destination			0245.mp3																								
0246	DFE	Dunfermline Town 	Destination			0246.mp3																								
0247		Dunoon	Destination	Ferry		0247.mp3																								
0248		11	Time			0248.mp3																								
0249	EXG	Exhibition Centre	Destination			0249.mp3																								
0250	GGJ	Georgemas	Destination			0250.mp3																								
0251	GSC	Gilshochill	Destination			0251.mp3																								
0252	GRL	Greenfaulds	Destination			0252.mp3																								
0253	HNW	Hamilton West	Destination			0253.mp3																								
0254	HKH	Hawkhead	Destination			0254.mp3																								
0255	HST	High Street	Destination			0255.mp3																								
0256	LHA	Loch Awe	Destination			0256.mp3																								
0257	NEW	Newcraighall	Destination			0257.mp3																								
0258	NTN	Newton	Destination			0258.mp3																								
0259		12	Time			0259.mp3																								
0260	GLQ	Queen Street	Destination	Glasgow		0260.mp3																								
0261	RAN	Rannoch	Destination	mid-sentence		0261.mp3																								
0262	KGE	Kingsknowe	Destination			0262.mp3																								
0263	STF	Stromeferry	Destination			0263.mp3																								
0264	GLC	Glasgow Central Low Level	Destination			0264.mp3																								
0265	GLQ	Glasgow Queen Street Low Level	Destination			0265.mp3																								
0266	NTN	Newton (Lanarkshire)	Destination			0266.mp3																								
0267	ADS	Ardrossan Harbour	Destination			0267.mp3																								
0268	ASB	Ardrossan South Beach	Destination			0268.mp3																								
0269	ADN	Ardrossan Town	Destination			0269.mp3																								
0270		13	Time			0270.mp3																								
0271	BMP	Brampton (Cumbria)	Destination			0271.mp3																								
0272		Cumbrae Slip	Destination	Ferry		0272.mp3																								
0273	KRK	Kirkconnel	Destination			0273.mp3																								
0274		14	Time			0274.mp3																								
0275		15	Time			0275.mp3																								
0276		16	Time			0276.mp3																								
0277		17	Time			0277.mp3																								
0278		18	Time			0278.mp3																								
0279		East Midlands Airport	Destination	Non-rail		0279.mp3																								
0280	KVD	Kelvindale	Destination			0280.mp3																								
0281	MEY	Merryton	Destination			0281.mp3																								
0282	LRH	Larkhall	Destination			0282.mp3																								
0283	CTE	Chatelherault	Destination			0283.mp3																								
0284	ALO	Alloa	Destination			0284.mp3																								
0285		19	Time			0285.mp3																								
0286	SFI	Shawfair	Destination			0286.mp3																								
0287	EKB	Eskbank	Destination			0287.mp3																								
0288	NEG	Newtongrange	Destination			0288.mp3																								
0289	GBG	Gorebridge	Destination			0289.mp3																								
0290	GAL	Galashiels	Destination			0290.mp3																								
0291		20	Time			0291.mp3																								
0292	TWB	Tweedbank	Destination			0292.mp3																								
0293		Edinburgh Airport	Destination	Non-rail		0293.mp3																								
0294		Edinburgh International Airport	Destination	Non-rail		0294.mp3																								
0295		21	Time			0295.mp3																								
0296		Abbey Road	Destination	DLR		0296.mp3																								
0297		22	Time			0297.mp3																								
0298		23	Time			0298.mp3																								
0299		clock	Time			0299.mp3																								
0300		01	Time	oh-one		0300.mp3																								
0301		02	Time	oh-two		0301.mp3																								
0302		03	Time	oh-three		0302.mp3																								
0303		Edinburgh International	Destination	Proposed		0303.mp3																								
0304	LPY	Liverpool South Parkway	Destination			0304.mp3																								
0305		Liverpool South	Destination			0305.mp3																								
0306	FMT	Falmouth	Destination			0306.mp3																								
0307		Folkestone Racecourse	Destination	Non-rail		0307.mp3																								
0308		04	Time	oh-four		0308.mp3																								
0309		Racecourse	Destination	Possibly for combining with racecourse town names?		0309.mp3																								
0310		Ratcliffe-on-Soar	Destination	Non-rail		0310.mp3																								
0311	SPH	Shepherd's Bush	Destination			0311.mp3																								
0312		Star Lane	Destination	DLR		0312.mp3																								
0313		Stratford High Street	Destination	DLR		0313.mp3																								
0314	SFA	Stratford International	Destination			0314.mp3																								
0315	WHA	Westenhanger Racecourse	Destination	Station closed in 1960s!		0315.mp3																								
0316		White City	Destination	London Underground		0316.mp3																								
0317		05	Time	oh-five		0317.mp3																								
0318		via	Conjoining	vee-ah		0318.mp3																								
0319		06	Time	oh-six		0319.mp3																								
0320		07	Time	oh-seven		0320.mp3																								
0321		08	Time	oh-eight		0321.mp3																								
0322		09	Time	oh-nine		0322.mp3																								
0323		10	Time			0323.mp3																								
0324		11	Time			0324.mp3																								
0325		12	Time			0325.mp3																								
0326		13	Time			0326.mp3																								
0327		14	Time			0327.mp3																								
0328		15	Time			0328.mp3																								
0329		delayed	Conjoining			0329.mp3																								
0330		16	Time			0330.mp3																								
0331		17	Time			0331.mp3																								
0332		18	Time			0332.mp3																								
0333		19	Time			0333.mp3																								
0334		20	Time			0334.mp3																								
0335		21	Time			0335.mp3																								
0336		22	Time			0336.mp3																								
0337		23	Time			0337.mp3																								
0338		24	Time			0338.mp3																								
0339		25	Time			0339.mp3																								
0340		has been cancelled	Conjoining			0340.mp3																								
0341		26	Time			0341.mp3																								
0342		27	Time			0342.mp3																								
0343		28	Time			0343.mp3																								
0344		29	Time			0344.mp3																								
0345		30	Time			0345.mp3																								
0346		31	Time			0346.mp3																								
0347		32	Time			0347.mp3																								
0348		33	Time			0348.mp3																								
0349		34	Time			0349.mp3																								
0350		35	Time			0350.mp3																								
0351		is available on this train	Passenger information			0351.mp3																								
0352		36	Time			0352.mp3																								
0353		37	Time			0353.mp3																								
0354		38	Time			0354.mp3																								
0355		39	Time			0355.mp3																								
0356		40	Time			0356.mp3																								
0357		41	Time			0357.mp3																								
0358		42	Time			0358.mp3																								
0359		43	Time			0359.mp3																								
0360		44	Time			0360.mp3																								
0361		45	Time			0361.mp3																								
0362	GRH	Gartcosh	Destination	Low-pitch ending		0362.mp3																								
0363		Bodmin	Destination	Low-pitch ending		0363.mp3																								
0364	COR	Corby	Destination	Low-pitch ending		0364.mp3																								
0365		46	Time			0365.mp3																								
0366	STP	St. Pancras International	Destination	Low-pitch ending		0366.mp3																								
0367		47	Time			0367.mp3																								
0368		48	Time			0368.mp3																								
0369		49	Time			0369.mp3																								
0370		50	Time			0370.mp3																								
0371		51	Time			0371.mp3																								
0372		52	Time			0372.mp3																								
0373		53	Time			0373.mp3																								
0374		54	Time			0374.mp3																								
0375		55	Time			0375.mp3																								
0376		a staff shortage	Reason			0376.mp3																								
0377		56	Time			0377.mp3																								
0378		57	Time			0378.mp3																								
0379		58	Time			0379.mp3																								
0380		59	Time			0380.mp3																								
0381		hundred hours	Time			0381.mp3																								
0382		A points failure	Reason			0382.mp3																								
0383		Platform A	Platform ID			0383.mp3																								
0384		Platform B	Platform ID			0384.mp3																								
0385		Platform C	Platform ID			0385.mp3																								
0386		Platform D	Platform ID			0386.mp3																								
0387		Signalling difficulties	Reason			0387.mp3																								
0388		First Capital Connect	Train operating company			0388.mp3																								
0389		The late arrival of an incoming train	Reason			0389.mp3																								
0390	BYL	Barry Links	Destination	Low-pitch ending		0390.mp3																								
0391	BEL	Beauly	Destination	Low-pitch ending		0391.mp3																								
0392	BSU	Brunstane	Destination	Low-pitch ending		0392.mp3																								
0393		Central	Destination	Low-pitch ending		0393.mp3																								
0394	DFL	Dunfermline Queen Margaret	Destination	Low-pitch ending		0394.mp3																								
0395	DFE	Dunfermline Town	Destination	Low-pitch ending		0395.mp3																								
0396		Dunoon	Destination	Ferry		0396.mp3																								
0397	EXG	Exhibition Centre	Destination			0397.mp3																								
0398	GGJ	Georgemas	Destination			0398.mp3																								
0399	GSC	Gilshochill	Destination			0399.mp3																								
0400	GRL	Greenfaulds	Destination			0400.mp3																								
0401	HNW	Hamilton West	Destination			0401.mp3																								
0402	HKH	Hawkhead	Destination			0402.mp3																								
0403	HST	High Street	Destination			0403.mp3																								
0404	LHA	Loch Awe	Destination			0404.mp3																								
0405	NEW	Newcraighall	Destination	 		0405.mp3																								
0406	NTN	Newton	Destination			0406.mp3																								
0407	GLQ	Queen Street	Destination			0407.mp3																								
0408	RAN	Rannoch	Destination	end of sentence		0408.mp3																								
0409	KGE	Kingsknowe	Destination			0409.mp3																								
0410	STF	Stromeferry	Destination			0410.mp3																								
0411	GLC	Glasgow Central Low Level	Destination			0411.mp3																								
0412	GLQ	Glasgow Queen Street Low Level	Destination			0412.mp3																								
0413	NTN	Newton (Lanarkshire)	Destination			0413.mp3																								
0414	ADS	Ardrossan Harbour	Destination			0414.mp3																								
0415	ASB	Ardrossan South Beach	Destination			0415.mp3																								
0416	ADN	Ardrossan Town	Destination			0416.mp3																								
0417	BMP	Brampton (Cumbria)	Destination			0417.mp3																								
0418		Cumbrae Slip	Destination	Ferry		0418.mp3																								
0419	KRK	Kirkconnel	Destination			0419.mp3																								
0420		East Midlands Airport	Destination	Non-rail		0420.mp3																								
0421	KVD	Kelvindale	Destination			0421.mp3																								
0422	MEY	Merryton	Destination			0422.mp3																								
0423	LRH	Larkhall	Destination			0423.mp3																								
0424	CTE	Chatelherault	Destination			0424.mp3																								
0425	ALO	Alloa	Destination			0425.mp3																								
0426	SFI	Shawfair	Destination			0426.mp3																								
0427	EKB	Eskbank	Destination			0427.mp3																								
0428	NEG	Newtongrange	Destination			0428.mp3																								
0429	GBG	Gorebridge	Destination			0429.mp3																								
0430	GAL	Galashiels	Destination			0430.mp3																								
0431		Bad weather conditions	Reason			0431.mp3																								
0432	TWB	Tweedbank	Destination			0432.mp3																								
0433		Edinburgh Airport	Destination	Non-rail		0433.mp3																								
0434		Edinburgh International Airport	Destination	Non-rail		0434.mp3																								
0435		Abbey Road	Destination	DLR		0435.mp3																								
0436	LPY	Liverpool South Parkway	Destination			0436.mp3																								
0437		Liverpool South	Destination			0437.mp3																								
0438		Edinburgh International	Destination	Proposed		0438.mp3																								
0439	FMT	Falmouth	Destination			0439.mp3																								
0440		Folkestone Racecourse	Destination	Non-rail		0440.mp3																								
0441		Racecourse	Destination	Possibly for combining with racecourse town names?		0441.mp3																								
0442		Ratcliffe-on-Soar	Destination	Non-rail		0442.mp3																								
0443	SPH	Shepherds Bush	Destination			0443.mp3																								
0444	STG	Stirling	Destination			0444.mp3																								
0445		Stratford High Street	Destination	DLR		0445.mp3																								
0446	SFA	Stratford International	Destination			0446.mp3																								
0447	WHA	Westenhanger Racecourse	Destination	Station closed in 1960s!		0447.mp3																								
0448		White City	Destination	London Underground		0448.mp3																								
0449		Engineering works	Reason			0449.mp3																								
0450		A technical problem	Reason			0450.mp3																								
0451		A technical problem	Reason			0451.mp3																								
0452		Staff shortages	Reason			0452.mp3																								
0453		Staff shortages	Reason			0453.mp3																								
0454		The Grand Central	Train operating company			0454.mp3																								
0455		The Grand Central	Train operating company			0455.mp3																								
0456		The Grand Central service to	Train operating company			0456.mp3																								
0457		The Grand Central service from	Train operating company			0457.mp3																								
0458		London Overground	Train operating company			0458.mp3																								
0459		London Overground	Train operating company			0459.mp3																								
0460		London Overground service to	Train operating company			0460.mp3																								
0461		London Overground service from	Train operating company			0461.mp3																								
0462		Transport for London Overground	Train operating company			0462.mp3																								
0463		Transport for London Overground	Train operating company			0463.mp3																								
0464		Transport for London Overground service to	Train operating company			0464.mp3																								
0465		Transport for London Overground service from	Train operating company			0465.mp3																								
0466		The Cathedrals Express	Special train			0466.mp3																								
0467		The Cathedrals Express	Special train			0467.mp3																								
0468		The Cathedrals Express service to	Special train			0468.mp3																								
0469		The Cathedrals Express service from	Special train			0469.mp3																								
0470		The Cathedrals Express steam service to	Special train			0470.mp3																								
0471		The Cathedrals Express steam service from	Special train			0471.mp3																								
0472		The Cathedrals Express special steam service to	Special train			0472.mp3																								
0473		The Cathedrals Express special steam service from	Special train			0473.mp3																								
0474		The Blue Pullman	Special train			0474.mp3																								
0475		The Blue Pullman	Special train			0475.mp3																								
0476		The Blue Pullman service to	Special train			0476.mp3																								
0477		The Blue Pullman service from	Special train			0477.mp3																								
0478		The Bluebell Railway	Heritage Railway	stepney is sad and lost 		0478.mp3																								
0479		The Bluebell Railway	Heritage Railway	the profesionals at firewatch		0479.mp3																								
0480		The Watercress Line	Heritage Railway			0480.mp3																								
0481		The Watercress Line	Heritage Railway			0481.mp3																								
0482		The Spa Valley Railway	Heritage Railway	Sussex has been taken over by Scotland		0482.mp3																								
0483		The Spa Valley Railway	Heritage Railway			0483.mp3																								
0484		Midland Mainline Turbostar	Train operating company			0484.mp3																								
0485		GNER	Train operating company			0485.mp3																								
0486		GNER	Train operating company			0486.mp3																								
0487		Platform 0	Platform ID			0487.mp3																								
0488		and will now depart at	Conjoining			0488.mp3																								
0489		will not arrive until	Conjoining			0489.mp3																								
0490		and will not arrive until	Conjoining			0490.mp3																								
0491		please join the front	Conjoining			0491.mp3																								
0492		coach	Conjoining			0492.mp3																								
0493		of this train	Conjoining			0493.mp3																								
0494		Please join the front coach only	Passenger information			0494.mp3																								
0495		Please join the front coach only of this train	Passenger information			0495.mp3																								
